nearend_speaker,nearend_wav_path,nearend_wav_path_noisy,farend_speaker,farend_wav_path,farend_wav_path_noisy,ser,is_farend_nonlinear,is_farend_noisy,is_nearend_noisy,split,fileid,nearend_scale
reader_08260,clean_fileid_11216.wav,book_02397_chp_0011_reader_08260_44_SOXGVSb3RXg-H_XC4SKn94g-6mZduPyHlz0_snr16_fileid_11216.wav,reader_08077,clean_fileid_9806.wav,book_08749_chp_0020_reader_08077_3_door_Freesound_validated_450812_1-RExIKmAKMxM-gWJ83CeVms8_snr39_fileid_9806.wav,7,1,1,1,train,1908,0.6357299183013395
reader_04964,clean_fileid_3268.wav,book_05084_chp_0017_reader_04964_3_oPrIqifIjPI--SxC_hWxr8E-0JuIbExwhVQ_snr28_fileid_3268.wav,reader_05374,clean_fileid_8656.wav,book_03214_chp_0006_reader_05374_0_door_Freesound_validated_407204_17-M3TGUTaPB-0-Ff093EdbcTE_snr34_fileid_8656.wav,-9,1,0,1,train,1909,0.6686905175582109
reader_06685,clean_fileid_6883.wav,book_04971_chp_0004_reader_06685_2_fan_Freesound_validated_456207_33-It2qxREZnP8-TTstWFDMmqc_snr15_fileid_6883.wav,reader_00382,clean_fileid_6521.wav,book_02502_chp_0002_reader_00382_42_-_DgbkPgkc0-by6wJjTPP70-1uRTRtYJT1k_snr6_fileid_6521.wav,8,1,0,1,train,1910,0.6875162889720401
reader_03714,clean_fileid_2846.wav,book_09293_chp_0013_reader_03714_18_Xs47ZKXR7OM-sXP49Ws4jAg-87K4ycGTqqM-WKUvezhAbtI_snr9_fileid_2846.wav,reader_00038,clean_fileid_1485.wav,book_08095_chp_0001_reader_00038_1_Fk0oWU4Mqnk-door_Freesound_validated_222441_0-door_Freesound_validated_365255_7_snr15_fileid_1485.wav,-1,1,1,1,train,1911,0.7268510863653647
reader_00985,clean_fileid_5915.wav,book_03084_chp_0032_reader_00985_14_L3TShIDxtg8-3Fluns8nl3Y-ADoqy4NeFE0_snr10_fileid_5915.wav,reader_11249,clean_fileid_4088.wav,book_03133_chp_0020_reader_11249_11_jAGMR9hhx0k-4n8_h2uNvQM-xzhDHLfPUQY_snr30_fileid_4088.wav,-8,1,0,1,train,1912,0.6659600385345446
reader_06833,clean_fileid_8644.wav,book_01685_chp_0014_reader_06833_0_KzF2uT8DnIc-VfkOjOBUsaQ-DZHULDem3VY_snr2_fileid_8644.wav,reader_06709,clean_fileid_7355.wav,book_00000_chp_0009_reader_06709_5_GU3MBXn7qfw-eiNBU6sy_ro-door_Freesound_validated_410782_0_snr12_fileid_7355.wav,1,1,0,0,train,1913,0.8012529251159427
reader_06475,clean_fileid_6902.wav,book_03465_chp_0008_reader_06475_2_LKp7X_F-8jE-cq6bqC_AsO4-KELWfpPPyiY_snr36_fileid_6902.wav,reader_00210,clean_fileid_8232.wav,book_09822_chp_0022_reader_00210_1_HMgrC5lYgPo-door_Freesound_validated_257751_1-mLPiwaIYEDw_snr34_fileid_8232.wav,5,1,0,1,train,1914,0.5927602351937494
reader_06609,clean_fileid_6483.wav,book_06648_chp_0017_reader_06609_9_u5bAePuQNHo-6DPPc7RragA-munching_Freesound_validated_242011_0_snr27_fileid_6483.wav,reader_02605,clean_fileid_6730.wav,book_07902_chp_0022_reader_02605_7_o_k5XhgrbMA-UzNyiMgc3IE-9nTps_rqTo8_snr18_fileid_6730.wav,1,1,0,1,train,1915,0.7695345499450116
reader_05125,clean_fileid_4732.wav,book_08189_chp_0013_reader_05125_6__p4P096netY-EdapWc6McpE-zjgSIM3RJdg_snr28_fileid_4732.wav,reader_07723,clean_fileid_2194.wav,book_00625_chp_0018_reader_07723_30_0UZRWUovHmA-seKseeakKyg-KaJKfwwFOIs_snr19_fileid_2194.wav,-3,1,0,1,train,1916,0.6270067782937923
reader_07851,clean_fileid_7441.wav,book_02731_chp_0019_reader_07851_20_door_Freesound_validated_341301_0-oLCsje952QI-3lbJzkctdDM_snr21_fileid_7441.wav,reader_10927,clean_fileid_4268.wav,book_07500_chp_0005_reader_10927_6_TQU4Cml6vNs-Ocy3ArtQ9QU-squeak_squeakyChair_Freesound_validated_188204_1-iw_5VtESaT0_snr22_fileid_4268.wav,-6,1,1,0,train,1917,0.5885081243285745
reader_01339,clean_fileid_11934.wav,book_00166_chp_0026_reader_01339_1_-3g4NR5rYjs-puXhEetoZlU-74Np3ZaawzA_snr25_fileid_11934.wav,reader_03915,clean_fileid_11062.wav,book_01467_chp_0004_reader_03915_12_YaJlvtUqNiM-door_Freesound_validated_148946_0-door_Freesound_validated_350625_0_snr36_fileid_11062.wav,0,0,1,0,train,1918,0.7887490095146752
reader_02330,clean_fileid_1492.wav,book_06162_chp_0001_reader_02330_8_Z23odM6dA9g--jT_4hrpYvo-ZJcDVzElozo_snr37_fileid_1492.wav,reader_06873,clean_fileid_10859.wav,book_06720_chp_0032_reader_06873_8_u9KfgsuG308-pWx1Xvo4AFI-3ozI0VXXUuw_snr14_fileid_10859.wav,-1,1,0,1,train,1919,0.7599078789104478
reader_06872,clean_fileid_5238.wav,book_04216_chp_0066_reader_06872_7_30ksV5Y_7Xc-3ABx8xzQcs4-58qoHDrzZrM_snr34_fileid_5238.wav,reader_11431,clean_fileid_4443.wav,book_04723_chp_0001_reader_11431_49_-xrGbbCTCbg-75U1Se_MPn0-Vyvy6rYpQH4_snr22_fileid_4443.wav,-8,1,1,1,train,1920,0.8268566132352968
reader_10150,clean_fileid_11714.wav,book_03783_chp_0017_reader_10150_20_5LLxrBqBE4E-fan_Freesound_validated_452146_51-door_Freesound_validated_264889_2_snr3_fileid_11714.wav,reader_02697,clean_fileid_8316.wav,book_10795_chp_0003_reader_02697_20_m_I1jGIaJRk-O6on6oP_k10-uGS7O46tlSo_snr5_fileid_8316.wav,-2,1,0,1,train,1921,0.7919637505960461
reader_03661,clean_fileid_2889.wav,book_10650_chp_0007_reader_03661_1_6yAEiN45E8A-d0uaEQJ7cHo-9QaTZbXGWNU_snr11_fileid_2889.wav,reader_04076,clean_fileid_9269.wav,book_00771_chp_0044_reader_04076_66_squeak_squeakyChair_Freesound_validated_444785_1-ICe_wNK1orI-N6izvTySrAM_snr1_fileid_9269.wav,1,1,1,0,train,1922,0.7993674170144299
reader_04284,clean_fileid_4700.wav,book_01415_chp_0019_reader_04284_5_yqAjaV4ZBMA-l_dKfcTxBss-door_Freesound_validated_277167_0_snr1_fileid_4700.wav,reader_11981,clean_fileid_10294.wav,book_06351_chp_0009_reader_11981_65_C5KMCrG5Uig-JCmPKPgLAFA-bfOGL9wyK8c_snr36_fileid_10294.wav,-5,1,0,0,train,1923,0.5878476769604883
reader_04597,clean_fileid_3397.wav,book_10187_chp_0008_reader_04597_8_TEOjVwgx44U-kWe_OfaelxU-Y-8dPmQ-XeA_snr14_fileid_3397.wav,reader_03063,clean_fileid_993.wav,book_00599_chp_0043_reader_03063_11_Po1POk_M85w-pfoLqXYI0yg-door_Freesound_validated_383772_0_snr18_fileid_993.wav,8,1,0,1,train,1924,0.7331121054023053
reader_11273,clean_fileid_10640.wav,book_09742_chp_0004_reader_11273_19_7XVVxh-4epM-NTRFgQyPDXc-TCcEN-sB0_4_snr14_fileid_10640.wav,reader_03212,clean_fileid_8446.wav,book_09670_chp_0005_reader_03212_7_i521DFip7Gg-jDHYQUj3N90-AO_NQgCHUEI_snr36_fileid_8446.wav,5,1,0,1,train,1925,0.6221434006966112
reader_07206,clean_fileid_5495.wav,book_04913_chp_0015_reader_07206_75_BxfUu2uv2sQ-dCywgcI-5xA-VZgKsRCdpvE_snr3_fileid_5495.wav,reader_10741,clean_fileid_8539.wav,book_10970_chp_0019_reader_10741_36_YIEdQKxt_8w-OCH4DVkx1rk-rZhTu4jRHPs_snr24_fileid_8539.wav,3,1,0,1,train,1926,0.7570814780204157
reader_10241,clean_fileid_11824.wav,book_03065_chp_0007_reader_10241_10_GcX4lVez0Sk-jLtW6tn3ZJU-door_Freesound_validated_434632_11_snr35_fileid_11824.wav,reader_00641,clean_fileid_4950.wav,book_03548_chp_0013_reader_00641_68_9_Pe-wbbehQ-O8GJ1iZoWNM-fan_Freesound_validated_267497_15_snr31_fileid_4950.wav,-7,1,1,0,train,1927,0.7895357670138301
reader_10196,clean_fileid_5266.wav,book_07689_chp_0002_reader_10196_6_v_jXJ0T2zDk-lzw_HoiHjdg-door_Freesound_validated_277155_0_snr8_fileid_5266.wav,reader_07694,clean_fileid_2951.wav,book_08240_chp_0002_reader_07694_38_Ya1CvXNp3iA-MGRticn_Lgo-LOTibagId-E_snr16_fileid_2951.wav,7,1,1,0,train,1928,0.7759896993648254
reader_06703,clean_fileid_4232.wav,book_08841_chp_0024_reader_06703_5_bfPYgkHZxKI-1xNKDWUtJLA-pXAX6jNZC8o_snr11_fileid_4232.wav,reader_00732,clean_fileid_6890.wav,book_00166_chp_0025_reader_00732_5_Nu7wIFzh8jE-22FJV6z1J3Y-EnFv9M4WrpE_snr9_fileid_6890.wav,-1,1,0,1,train,1929,0.8219210559536007
reader_02657,clean_fileid_8184.wav,book_09715_chp_0014_reader_02657_16_CcKT8ol5k9A-door_Freesound_validated_407205_8-6PsYs24nEU4_snr31_fileid_8184.wav,reader_06052,clean_fileid_9902.wav,book_09918_chp_0015_reader_06052_26_uGMpmHbNybc-pujrMMooHqA-nJ9EKX1CDnc_snr6_fileid_9902.wav,7,1,0,0,train,1930,0.6310428616406157
reader_02364,clean_fileid_4827.wav,book_01168_chp_0044_reader_02364_6_P7IgGHpHOTk-RAJMGp6_u2M-door_Freesound_validated_268524_6_snr22_fileid_4827.wav,reader_11970,clean_fileid_1421.wav,book_08729_chp_0003_reader_11970_35_AyjmGywgpFw-bZeraFm0QyU-2zl4jM8hm1Q_snr22_fileid_1421.wav,1,1,1,1,train,1931,0.580731434769019
reader_06822,clean_fileid_9683.wav,book_05038_chp_0023_reader_06822_18_door_Freesound_validated_17972_0-folf6grzmEo-Q7d8Cpmd-Iw-W-nA5GbdzFU_snr5_fileid_9683.wav,reader_05316,clean_fileid_7728.wav,book_09283_chp_0051_reader_05316_18_ew425LJ6QZ4-GU3MI27XzgI-dragging_Freesound_validated_468517_5_snr5_fileid_7728.wav,8,1,0,0,train,1932,0.6733642101937599
reader_09414,clean_fileid_1120.wav,book_07772_chp_0005_reader_09414_54_bKfF-_O8yIA-s_Gz3cNq5yQ-GU_ou_-uXpE_snr21_fileid_1120.wav,reader_05307,clean_fileid_3697.wav,book_01766_chp_0008_reader_05307_9_k_4Xo_PCIgY-Qvkjx0zPTA0-GEhLDYmKnuM_snr22_fileid_3697.wav,-3,1,1,0,train,1933,0.779029849820859
reader_06507,clean_fileid_9012.wav,book_01415_chp_0017_reader_06507_33_typing_Freesound_validated_399823_0-Iff3ZZSK6TM-DrVpiN_Pds4_snr30_fileid_9012.wav,reader_09127,clean_fileid_10726.wav,book_03746_chp_0003_reader_09127_39_G3aQ_kS88bE-PWd5ZXGqqJk-CeOxzzm6sZs_snr25_fileid_10726.wav,-10,1,0,0,train,1934,0.5807706405124858
reader_00251,clean_fileid_2797.wav,book_04362_chp_0010_reader_00251_16_door_Freesound_validated_82558_7-5vL0s-y1XUQ-jAZ9YmPZOc0_snr7_fileid_2797.wav,reader_05953,clean_fileid_11137.wav,book_00053_chp_0013_reader_05953_17_er1ekKowr5o-cTiMk5WxghM-fan_Freesound_validated_383811_3_snr6_fileid_11137.wav,3,1,1,1,train,1935,0.768820589635848
reader_00712,clean_fileid_8294.wav,book_11126_chp_0020_reader_00712_2_K8r19sHZwXA-EmMk3Z9kHJU-NqYYMpvoV5c_snr27_fileid_8294.wav,reader_10633,clean_fileid_7758.wav,book_02477_chp_0003_reader_10633_37_WLVP98p1AyU-3XkPgw3avp4-typing_Freesound_validated_219318_0_snr26_fileid_7758.wav,-5,1,0,1,train,1936,0.7162991578765231
reader_06379,clean_fileid_7450.wav,book_01337_chp_0002_reader_06379_5_door_Freesound_validated_457358_0-door_Freesound_validated_171084_24-ep17moNGnNI_snr38_fileid_7450.wav,reader_01681,clean_fileid_203.wav,book_11253_chp_0021_reader_01681_2_-7R9L8jDmyk-ePV7OSSJZRw-door_Freesound_validated_380784_9_snr22_fileid_203.wav,3,1,0,0,train,1937,0.7020003684223547
reader_08017,clean_fileid_4577.wav,book_10639_chp_0021_reader_08017_27_C5EYewE8kNI-aJChqX9Ki8A-icwooVWoJMs_snr5_fileid_4577.wav,reader_05302,clean_fileid_9961.wav,book_06618_chp_0007_reader_05302_0_Kud-buvlSQk-14hdLleo98I-door_Freesound_validated_426390_0_snr15_fileid_9961.wav,-9,1,1,0,train,1938,0.6287924326373657
reader_07109,clean_fileid_10670.wav,book_07925_chp_0015_reader_07109_21_qUiTqev43Iw-5ERNV0WnyFs-PE02O9x_7Ks_snr18_fileid_10670.wav,reader_03325,clean_fileid_7256.wav,book_02165_chp_0001_reader_03325_63_zHRT4LSuFBA-Fz1kd5VuoEM-WWS4G_E4bl4_snr38_fileid_7256.wav,-2,0,1,0,train,1939,0.8194319679220295
reader_06191,clean_fileid_6494.wav,book_00977_chp_0004_reader_06191_9_NmtmUxUTXck-Toc-pfKn7x4-LghN-YYPexE_snr22_fileid_6494.wav,reader_03316,clean_fileid_6440.wav,book_02285_chp_0003_reader_03316_35_7BlZsuymkL0-door_Freesound_validated_337153_0-_zK_zLiU0Rk_snr33_fileid_6440.wav,1,1,1,0,train,1940,0.605710391287183
reader_03513,clean_fileid_10245.wav,book_03008_chp_0003_reader_03513_32_XqGrq5mboZk-6bLe1jlMEjk-JtYVFW2H0j8_snr19_fileid_10245.wav,reader_02995,clean_fileid_8662.wav,book_00993_chp_0017_reader_02995_1_jgvNoT4GNuM-Ws6hQi0Bhyg-prQsNYCIFlg_snr33_fileid_8662.wav,-6,1,1,0,train,1941,0.591166593785995
reader_07141,clean_fileid_2422.wav,book_10920_chp_0010_reader_07141_1_IDbj0dPpflc-3ACjUf9QpAQ-Ptrb2XQPyS0_snr3_fileid_2422.wav,reader_00579,clean_fileid_11041.wav,book_02178_chp_0035_reader_00579_25_ZoZCKTxOvyA--4uA1fJm21Q-door_Freesound_validated_332842_11_snr28_fileid_11041.wav,-9,1,0,0,train,1942,0.5747390715112104
reader_09593,clean_fileid_11880.wav,book_10254_chp_0006_reader_09593_19_MacPlRrWqLI-7CJLLlGtRHY-YPxckNtPGcY_snr13_fileid_11880.wav,reader_01172,clean_fileid_4654.wav,book_08253_chp_0002_reader_01172_31_e5r8s2DpeZ8-iibULdqTlMI-LNRC5gZVz1s_snr6_fileid_4654.wav,8,1,1,1,train,1943,0.738099743513287
reader_00849,clean_fileid_11653.wav,book_08574_chp_0002_reader_00849_51__rVqSmfCSmY-bc3P6j1ORPg-HhHbc4cJkOQ_snr8_fileid_11653.wav,reader_03534,clean_fileid_10477.wav,book_05236_chp_0029_reader_03534_5_eQVuPMXMK7M-g2eB-HHr5L8-pISVJyc36f8_snr20_fileid_10477.wav,-4,1,0,1,train,1944,0.7808073437907903
reader_02957,clean_fileid_3171.wav,book_01187_chp_0026_reader_02957_33_7ToA8ERleqw-9V_01KO_dPA-upb2dNYJoeQ_snr28_fileid_3171.wav,reader_09970,clean_fileid_10895.wav,book_01096_chp_0015_reader_09970_6_dToXrqWUoyg-door_Freesound_validated_466779_0-2CmkZdEpV04_snr12_fileid_10895.wav,-4,0,1,1,train,1945,0.6150418233175217
reader_10272,clean_fileid_3426.wav,book_03257_chp_0005_reader_10272_6_fan_Freesound_validated_369662_15-Acm5syrkZR0-MKcZ8d-lHG0_snr22_fileid_3426.wav,reader_08226,clean_fileid_10713.wav,book_03892_chp_0013_reader_08226_13_-YPVqhA19EU-2_wYvHkRHHg-7kCdtc0xo6U_snr6_fileid_10713.wav,-1,1,1,1,train,1946,0.7614542132219654
reader_10855,clean_fileid_1165.wav,book_06245_chp_0001_reader_10855_44_w9Der0XMXaA-ZmmoakQ105A-typing_Freesound_validated_380133_0-xlfAuqahH3g_snr27_fileid_1165.wav,reader_10297,clean_fileid_302.wav,book_01227_chp_0005_reader_10297_21_UTfEebDFsEY--ZF7bd_AZOo-typing_Freesound_validated_239591_3_snr9_fileid_302.wav,6,1,1,1,train,1947,0.672237205949148
reader_07141,clean_fileid_2422.wav,book_10920_chp_0010_reader_07141_1_IDbj0dPpflc-3ACjUf9QpAQ-Ptrb2XQPyS0_snr3_fileid_2422.wav,reader_01358,clean_fileid_2341.wav,book_03651_chp_0003_reader_01358_19_Jm0QJqo4QKQ-door_Freesound_validated_450578_3-qxhyDQ67Q3w-JKYX0mNgkpg_snr34_fileid_2341.wav,3,1,1,0,train,1948,0.7544640928989339
reader_05511,clean_fileid_10383.wav,book_09628_chp_0013_reader_05511_7_m7Kye03yjBM-ru1cG77YQqM-2UUMr1GaomU_snr9_fileid_10383.wav,reader_02379,clean_fileid_7094.wav,book_03363_chp_0002_reader_02379_8_VuGHCVxd5jg-3c29LTE2HmE-HlAcLWdt3dA_snr37_fileid_7094.wav,0,1,1,0,train,1949,0.7119258459026715
reader_08805,clean_fileid_10013.wav,book_05339_chp_0016_reader_08805_30_CZ5TAtK89sk-dPj6sTD0qZc-squeak_squeakyChair_Freesound_validated_414105_24_snr7_fileid_10013.wav,reader_06954,clean_fileid_1084.wav,book_02952_chp_0073_reader_06954_1_tNSiwnkMU_w-W9-xZikHpq0-ZL3BZTVTnzY_snr8_fileid_1084.wav,9,0,1,1,train,1950,0.6919718650943424
reader_09094,clean_fileid_2058.wav,book_06144_chp_0028_reader_09094_22_uMUHnpRug_A-4bq_wCN6i-U-7VkPgYAjnYs_snr2_fileid_2058.wav,reader_06873,clean_fileid_1844.wav,book_06720_chp_0032_reader_06873_6_FqxXQzBEr2U-76TL3sCbVGk-Vav8fuqlrBY_snr7_fileid_1844.wav,-5,1,0,0,train,1951,0.5590033800533726
reader_00178,clean_fileid_11459.wav,book_10097_chp_0003_reader_00178_2_6LHOTar9HIE-03nufAWeM4A-door_Freesound_validated_238332_18_snr37_fileid_11459.wav,reader_10485,clean_fileid_11198.wav,book_01454_chp_0001_reader_10485_3_-ZsE-OuHiVI-HgaNzT-qHLI-door_Freesound_validated_83877_0_snr36_fileid_11198.wav,-3,1,1,1,train,1952,0.6222116280250624
reader_07465,clean_fileid_1285.wav,book_00352_chp_0045_reader_07465_3_GCjxVXijU3M-kklfPrXrEm8-p6e1iKoSdqg_snr29_fileid_1285.wav,reader_00732,clean_fileid_5166.wav,book_00166_chp_0025_reader_00732_23_typing_Freesound_validated_419395_4--0bvCUUDHgw-v0ULoViIJg8_snr5_fileid_5166.wav,8,0,0,1,train,1953,0.6511803188409051
reader_05440,clean_fileid_4749.wav,book_10129_chp_0025_reader_05440_25_dragging_Freesound_validated_456720_0-SWbEWBGl7Y0-l5HyDkzKgMM_snr31_fileid_4749.wav,reader_01449,clean_fileid_2842.wav,book_01005_chp_0062_reader_01449_4_fan_Freesound_validated_118767_1-nBjd2Kb4uGA-V0TVKw8q_vs_snr13_fileid_2842.wav,8,1,0,0,train,1954,0.7307487711464935
reader_01072,clean_fileid_5175.wav,book_03162_chp_0048_reader_01072_20_9nvkrvceGaY-_0iNDE9UbRc-7W3_6Q9ufnw_snr25_fileid_5175.wav,reader_09801,clean_fileid_2414.wav,book_02293_chp_0026_reader_09801_0_door_Freesound_validated_452784_2-MZhiYTwsqbE-FwwL_iuPFQI_snr13_fileid_2414.wav,6,1,0,1,train,1955,0.6560604234828079
reader_08526,clean_fileid_2718.wav,book_08762_chp_0014_reader_08526_17_door_Freesound_validated_201095_1-3RVoAe1KaBc-2S1KFazIKyo_snr12_fileid_2718.wav,reader_09913,clean_fileid_6444.wav,book_02170_chp_0003_reader_09913_10_JhzUBMAQiE4-xIWdg7eR5fE--DLGGsGHOV8_snr10_fileid_6444.wav,7,0,1,1,train,1956,0.6945683118315482
reader_05734,clean_fileid_6051.wav,book_06046_chp_0035_reader_05734_1_p2-d34Dp6nc-W8cTmL74Xqk-0eQge82OyYk_snr19_fileid_6051.wav,reader_10907,clean_fileid_5513.wav,book_04113_chp_0013_reader_10907_41_iZi27J_qK5w-yWOeusquiJk-door_Freesound_validated_162531_1_snr1_fileid_5513.wav,1,1,0,0,train,1957,0.6479038774736127
reader_08907,clean_fileid_117.wav,book_01994_chp_0013_reader_08907_5_AF6n8gO6dGU-Y-71L4IKNAk-0DP_gznjP98_snr8_fileid_117.wav,reader_06127,clean_fileid_838.wav,book_03334_chp_0017_reader_06127_2_DRgZq_wEo4c-CcHzOfhCSHo---diQGtdz9Q_snr14_fileid_838.wav,-2,1,1,1,train,1958,0.6531508802642982
reader_02692,clean_fileid_5874.wav,book_06071_chp_0004_reader_02692_74_door_Freesound_validated_113123_0-uE5FJVfDmFo-3pw9M3J5Tts_snr30_fileid_5874.wav,reader_07352,clean_fileid_7978.wav,book_09613_chp_0019_reader_07352_14_2C12VO5WhDs--zXAV9pimB4-4KaDm3tTKKc_snr19_fileid_7978.wav,5,1,0,1,train,1959,0.748681267907414
reader_01434,clean_fileid_4873.wav,book_04266_chp_0005_reader_01434_28_-daiRP7v0s0-TZAKKDacAIM-clgZlRWAEco_snr29_fileid_4873.wav,reader_02383,clean_fileid_10629.wav,book_01187_chp_0011_reader_02383_15_iY3XC1yo3EE-p_lcN_kYVC8-6QKZCTIwz5s_snr33_fileid_10629.wav,7,1,1,1,train,1960,0.711484079797104
reader_01417,clean_fileid_10977.wav,book_05980_chp_0000_reader_01417_14_IRZhICjkCYc-8RpFVUeviO0-door_Freesound_validated_255310_1_snr3_fileid_10977.wav,reader_00733,clean_fileid_1033.wav,book_01114_chp_0011_reader_00733_1_02DaUDlB82Y-c1Viv6Lf2gs-IyH7sxPK--c_snr23_fileid_1033.wav,5,1,0,1,train,1961,0.7936534500023746
reader_11205,clean_fileid_9658.wav,book_05506_chp_0032_reader_11205_18_7iy0N7-4Dzw-door_Freesound_validated_193869_0-door_Freesound_validated_354033_4_snr9_fileid_9658.wav,reader_01963,clean_fileid_3951.wav,book_09795_chp_0006_reader_01963_14_DdKX5CP2UJA-4lb1m0_LMn0-sudSZ-hBpB4_snr32_fileid_3951.wav,5,1,1,0,train,1962,0.8056262766586257
reader_05366,clean_fileid_8042.wav,book_03557_chp_0012_reader_05366_34_9aypNuv3CjQ-0PdEIaZLo-Y-AlaZJPiXbks_snr18_fileid_8042.wav,reader_10290,clean_fileid_4634.wav,book_10481_chp_0003_reader_10290_42_RXdc1fU6bTI-IiBid7o-FXU-xCK9JxjglVU_snr1_fileid_4634.wav,-7,1,0,0,train,1963,0.8222023630133826
reader_09747,clean_fileid_4439.wav,book_00398_chp_0022_reader_09747_12_typing_Freesound_validated_52393_1-hcb-IYv-UQY-YdxdGNI_i3Y_snr31_fileid_4439.wav,reader_02718,clean_fileid_11632.wav,book_10274_chp_0002_reader_02718_23_door_Freesound_validated_185907_31-g2at4AqJsqk-Hdg05LxCud0_snr1_fileid_11632.wav,-4,1,0,0,train,1964,0.7164274315982472
reader_04809,clean_fileid_2793.wav,book_10928_chp_0010_reader_04809_11_door_Freesound_validated_216010_2-x79GZ9dpuvY-w-KnxqiaNL4_snr28_fileid_2793.wav,reader_09343,clean_fileid_2651.wav,book_06510_chp_0016_reader_09343_10_4BRIbrPdxjk-Jp6PwdXp73A-cneFPLinhpA_snr18_fileid_2651.wav,-10,1,0,0,train,1965,0.7853227739929435
reader_08508,clean_fileid_2340.wav,book_11023_chp_0005_reader_08508_25_squeak_squeakyChair_Freesound_validated_408524_2-igMOnR7cLvA-Kx_LUaHo-jQ_snr12_fileid_2340.wav,reader_06178,clean_fileid_6082.wav,book_01254_chp_0004_reader_06178_45_unryNp_8va8-JzloTS8OuGM-rN9SMYC3Nhs_snr7_fileid_6082.wav,9,1,0,1,train,1966,0.6531291343389041
reader_10346,clean_fileid_11729.wav,book_08243_chp_0039_reader_10346_24_door_Freesound_validated_52290_0-door_Freesound_validated_264150_0-85jy6yt_wYg_snr36_fileid_11729.wav,reader_11384,clean_fileid_7860.wav,book_10900_chp_0024_reader_11384_8_door_Freesound_validated_452592_5-7ZZhBhDg4Kg-typing_Freesound_validated_167426_19_snr27_fileid_7860.wav,-10,1,0,0,train,1967,0.5694424499804573
reader_07659,clean_fileid_7291.wav,book_05304_chp_0002_reader_07659_7_-bAXWuhTtS0-gDHtHNpKBAc-29udrcT9xtA_snr33_fileid_7291.wav,reader_08871,clean_fileid_3649.wav,book_02285_chp_0002_reader_08871_16_door_Freesound_validated_414198_11-6gLROWB1VAY-door_Freesound_validated_379374_0_snr21_fileid_3649.wav,-3,1,0,0,train,1968,0.6849714191028557
reader_11302,clean_fileid_7787.wav,book_01364_chp_0014_reader_11302_11_vkieWa0Br2c-door_Freesound_validated_93781_0-_fr4n81e7DQ_snr5_fileid_7787.wav,reader_00136,clean_fileid_3551.wav,book_02113_chp_0001_reader_00136_28_t2-tfZEM5Lo-6WZt9HlBkzw-door_Freesound_validated_414198_20_snr36_fileid_3551.wav,-3,1,1,1,train,1969,0.7776913141084643
reader_11065,clean_fileid_9319.wav,book_02715_chp_0010_reader_11065_8_gqiUDVNigj4-Uj3-gS_6dP4-u4msEqNDOOs_snr32_fileid_9319.wav,reader_02990,clean_fileid_5652.wav,book_02588_chp_0004_reader_02990_31_copy-machine_Freesound_validated_402463_1-KPUxurXrBE4-b85WV1t76jY_snr30_fileid_5652.wav,-1,1,0,0,train,1970,0.7751290217387454
reader_01375,clean_fileid_9181.wav,book_08463_chp_0002_reader_01375_6_U8VD198Hnps-jQb1yDJTtX4-wO9q4H49cGA-3qUbjqwGIx8_snr20_fileid_9181.wav,reader_06542,clean_fileid_7994.wav,book_10639_chp_0023_reader_06542_7_PUOsPuG1GsI-Pq5V0hIhdHk-CKMHvwbKjoY_snr20_fileid_7994.wav,-10,1,1,1,train,1971,0.6895649392727993
reader_07373,clean_fileid_6737.wav,book_09441_chp_0006_reader_07373_0_door_Freesound_validated_349143_0-dE5BDRKVl6k-vFQ8OGmcoJ8_snr14_fileid_6737.wav,reader_10140,clean_fileid_10231.wav,book_01098_chp_0007_reader_10140_8_r6Se7wHHs-w-9rJd9jKVPDQ-muLff_ffCtE_snr31_fileid_10231.wav,3,1,1,0,train,1972,0.5746768343001102
reader_01954,clean_fileid_6198.wav,book_03901_chp_0002_reader_01954_0__AwlFHzokFo-jB5aPZdy7S0-vqZ-B4nfT3s_snr2_fileid_6198.wav,reader_08238,clean_fileid_6234.wav,book_00588_chp_0003_reader_08238_1_ipJeSkKl7Tw-D6jIzwUiwXc-G-0UyFS8fCo_snr8_fileid_6234.wav,3,1,0,0,train,1973,0.7956713433029325
reader_07484,clean_fileid_9311.wav,book_02210_chp_0006_reader_07484_2_WTBW1FhIvpI-YZeo8UE5czE-door_Freesound_validated_413923_0_snr18_fileid_9311.wav,reader_07667,clean_fileid_3550.wav,book_09532_chp_0043_reader_07667_10_PmZ2kdlUQD8-2fJ3u8obmPo-UA5_5uj4iIw-LjeCju80h4c_snr30_fileid_3550.wav,-1,1,0,0,train,1974,0.6593246406899248
reader_01355,clean_fileid_7881.wav,book_06909_chp_0010_reader_01355_27_door_Freesound_validated_84608_3-door_Freesound_validated_383823_1-ikZi1P6cjto_snr12_fileid_7881.wav,reader_11110,clean_fileid_11205.wav,book_08260_chp_0011_reader_11110_8_x5sFamlszRo-door_Freesound_validated_341312_0-door_Freesound_validated_332850_0_snr33_fileid_11205.wav,8,1,0,0,train,1975,0.7583525869157429
